File,Headline,Subhead,Reference_ID,Location,Topic,Major,Year,Quantity,Semester
Marketing_Athletics,\$8 for a hot dog?,"Tell us about Williams-Brice prices, water running out by halftime, and why gameday costs a fortune.",RH.ATH05.UNI.ALL.x1.SP26,RH,ATH05,UNI,ALL,x1,SP26
Marketing_Athletics,Still there in the 4th quarter?,"Tell us about why students leave early, blowout boredom, and whether loyalty should be unconditional.",RH.ATH06.UNI.ALL.x1.SP26,RH,ATH06,UNI,ALL,x1,SP26
Marketing_Athletics,Miss the touchdown waiting in line?,"Tell us about bathroom lines, cramped concourses, and student section conditions.",RH.ATH07.UNI.ALL.x1.SP26,RH,ATH07,UNI,ALL,x1,SP26
Marketing_Athletics,Can't even post the Sandstorm?,"Tell us about dead cell service, no stadium wifi, and missing the moment.",RH.ATH08.UNI.ALL.x1.SP26,RH,ATH08,UNI,ALL,x1,SP26
Marketing_Athletics,Missed the shuttle again?,"Tell us about gameday transportation, packed buses, and walking miles to Williams-Brice.",RH.TRN02.UNI.ALL.x1.SP26,RH,TRN02,UNI,ALL,x1,SP26
Marketing_Athletics,Is gameday only for rich kids?,"Tell us about the true cost of being a fan---fees, tickets, food, and everything in between.",RH.ATH09.UNI.ALL.x1.SP26,RH,ATH09,UNI,ALL,x1,SP26
Marketing_Athletics,Softball's best season ever: did you notice?,"Tell us about hosting the first-ever Super Regional, attending games, and supporting women's sports.",RH.ATH10.UNI.ALL.x1.SP26,RH,ATH10,UNI,ALL,x1,SP26
Marketing_Athletics,Volleyball: 10-16 acceptable?,"Tell us about the volleyball program, attending matches, and what resources they need.",RH.ATH11.UNI.ALL.x1.SP26,RH,ATH11,UNI,ALL,x1,SP26
Marketing_Athletics,Equestrian SEC champs: did anyone care?,"Tell us about the historic championship, non-revenue sports attention, and what winning means.",RH.ATH12.UNI.ALL.x1.SP26,RH,ATH12,UNI,ALL,x1,SP26
Marketing_Athletics,Nike over Under Armour: finally?,"Tell us about the Nike switch, new uniform designs, and A'ja Wilson signature gear.",RH.ATH13.UNI.ALL.x1.SP26,RH,ATH13,UNI,ALL,x1,SP26
Marketing_Athletics,Athletes get millions. You get the bill?,"Tell us about NIL, revenue sharing, and whether students should fund athletics.",RH.ATH14.UNI.ALL.x1.SP26,RH,ATH14,UNI,ALL,x1,SP26
Marketing_Athletics,Where's the charcoal?,"Tell us about tailgate rules, propane-only policies, and student lot restrictions.",RH.TGT01.UNI.ALL.x1.SP26,RH,TGT01,UNI,ALL,x1,SP26
Marketing_ArtsSciences,Pre-med and still can't get into BIOL 301?,"Tell us about waitlists, limited lab sections, and the cutthroat curve.",GAMB.REG01.CAS.ALL.x1.SP26,GAMB,REG01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Lab report due but the microscope is broken?,"Tell us about outdated equipment, missing supplies, and labs that don't match lectures.",GAMB.FAC01.CAS.ALL.x1.SP26,GAMB,FAC01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Organic Chemistry curved you into oblivion?,"Tell us about weed-out classes, unfair grading, and professors who don't curve.",GAMB.GRD01.CAS.ALL.x1.SP26,GAMB,GRD01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is research access only for the connected?,"Tell us about unpaid lab positions, favoritism, and getting your name on papers.",GAMB.CRR01.CAS.ALL.x1.SP26,GAMB,CRR01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Chemistry lab at 8 AM on Friday?,"Tell us about brutal scheduling, three-hour labs, and the smell of sulfur.",GAMB.REG02.CAS.ALL.x1.SP26,GAMB,REG02,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Gen Chem made you rethink your major?,Tell us about the jump from high school to college science.,GAMB.GRD02.CAS.FR.x1.SP26,GAMB,GRD02,CAS,FR,x1,SP26
Marketing_ArtsSciences,Physics homework takes 20 hours a week?,"Tell us about problem sets, struggling TAs, and conceptual gaps.",GAMB.GRD03.CAS.ALL.x1.SP26,GAMB,GRD03,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is the physics department stuck in 1990?,"Tell us about outdated labs, chalkboard lectures, and missing resources.",GAMB.FAC02.CAS.ALL.x1.SP26,GAMB,FAC02,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Failed Calculus but it's required for everything?,"Tell us about math prerequisites, retaking classes, and tutoring center lines.",GAMB.GRD04.CAS.ALL.x1.SP26,GAMB,GRD04,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is MATH 141 a graduation gatekeeper?,"Tell us about DFW rates, overwhelmed tutors, and the math anxiety spiral.",GAMB.REG03.CAS.ALL.x1.SP26,GAMB,REG03,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Stats required but the prof can't teach?,Tell us about mandatory courses with consistently bad instruction.,GAMB.PRF01.CAS.ALL.x1.SP26,GAMB,PRF01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Data Science until you see the prereqs?,Tell us about new majors with unclear pathways and advising confusion.,GAMB.ADV01.CAS.ALL.x1.SP26,GAMB,ADV01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Writing a 20-page paper on a book nobody read?,"Tell us about impossible deadlines, obscure texts, and feedback that comes too late.",GAMB.GRD05.CAS.ALL.x1.SP26,GAMB,GRD05,CAS,ALL,x1,SP26
Marketing_ArtsSciences,English major? What will you do with it?,"Tell us about career anxiety, defending the humanities, and skills that transfer everywhere.",GAMB.CRR02.CAS.ALL.x1.SP26,GAMB,CRR02,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is the writing center always booked?,"Tell us about long waits, unhelpful sessions, and doing it all yourself anyway.",GAMB.FAC03.CAS.ALL.x1.SP26,GAMB,FAC03,CAS,ALL,x1,SP26
Marketing_ArtsSciences,History class but no primary sources?,"Tell us about research barriers, paywalled journals, and underfunded archives.",GAMB.FAC04.CAS.ALL.x1.SP26,GAMB,FAC04,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is your history professor assigning their own book?,Tell us about required textbooks that cost \$150 and conflicts of interest.,GAMB.FIN01.CAS.ALL.x1.SP26,GAMB,FIN01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,"Philosophy major? ""Be practical.""","Tell us about justifying your degree, finding meaning, and the value of thinking.",GAMB.CRR03.CAS.ALL.x1.SP26,GAMB,CRR03,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Ethics class but USC doesn't practice it?,"Tell us about institutional hypocrisy, moral contradictions, and campus values.",GAMB.GRD06.CAS.ALL.x1.SP26,GAMB,GRD06,CAS,ALL,x1,SP26
Marketing_ArtsSciences,"Religious Studies? ""So you're a priest?""","Tell us about misconceptions, academic study of religion, and respectful inquiry.",GAMB.GRD07.CAS.ALL.x1.SP26,GAMB,GRD07,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Reading in four languages but no one values it?,"Tell us about multilingual skills, translation work, and underappreciated expertise.",GAMB.CRR04.CAS.ALL.x1.SP26,GAMB,CRR04,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is your thesis advisor MIA?,"Tell us about ghosted emails, missed meetings, and mentors who disappeared.",GAMB.PRF02.CAS.SR.x1.SP26,GAMB,PRF02,CAS,SR,x1,SP26
Marketing_ArtsSciences,Poli Sci but never met a politician?,"Tell us about theory vs. practice, internship barriers, and real-world access.",GAMB.CRR05.CAS.ALL.x1.SP26,GAMB,CRR05,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Studying democracy while SG is a joke?,"Tell us about campus politics, apathy, and whether any of it matters.",GAMB.GRD08.CAS.ALL.x1.SP26,GAMB,GRD08,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Psych 101 didn't prepare you for this?,"Tell us about the gap between intro and upper-level, and the clinical hours grind.",GAMB.GRD09.CAS.ALL.x1.SP26,GAMB,GRD09,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Psychology research but you're just a data point?,"Tell us about SONA credits, endless surveys, and being a research subject.",GAMB.GRD10.CAS.ALL.x1.SP26,GAMB,GRD10,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Everyone's a psych major but there's no jobs?,"Tell us about oversaturated fields, graduate school pressure, and career paths.",GAMB.CRR06.CAS.ALL.x1.SP26,GAMB,CRR06,CAS,ALL,x1,SP26
Marketing_ArtsSciences,"Sociology? ""So you're a social worker?""","Tell us about misconceptions, explaining your major, and what sociology actually is.",GAMB.GRD11.CAS.ALL.x1.SP26,GAMB,GRD11,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Anthropology fieldwork on a student budget?,"Tell us about research costs, travel funding, and doing ethnography while broke.",GAMB.FIN02.CAS.ALL.x1.SP26,GAMB,FIN02,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Econ class but you still can't do your taxes?,"Tell us about theory vs. practical skills, missing life lessons, and what college should teach.",GAMB.GRD12.CAS.ALL.x1.SP26,GAMB,GRD12,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is economics just business-lite?,"Tell us about identity confusion, career paths, and what makes econ different.",GAMB.CRR07.CAS.ALL.x1.SP26,GAMB,CRR07,CAS,ALL,x1,SP26
Marketing_ArtsSciences,"Geography? ""Name all 50 capitals.""","Tell us about GIS, spatial analysis, and a field no one understands.",GAMB.GRD13.CAS.ALL.x1.SP26,GAMB,GRD13,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Studio space smaller than your closet?,"Tell us about cramped facilities, limited hours, and fighting for easel space.",GAMB.FAC05.CAS.ALL.x1.SP26,GAMB,FAC05,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Art supplies cost more than your textbooks?,"Tell us about material fees, expensive projects, and portfolios you can't afford.",GAMB.FIN03.CAS.ALL.x1.SP26,GAMB,FIN03,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Critique culture getting toxic?,"Tell us about harsh feedback, competitive environments, and mental health in art school.",GAMB.HLT01.CAS.ALL.x1.SP26,GAMB,HLT01,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Theatre budget: \$0?,"Tell us about underfunded productions, DIY costumes, and making magic from nothing.",GAMB.FIN04.CAS.ALL.x1.SP26,GAMB,FIN04,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Cast in every show but still paying tuition?,"Tell us about unpaid labor, time commitments, and the economics of student theatre.",GAMB.CRR08.CAS.ALL.x1.SP26,GAMB,CRR08,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is the theatre department cliquey?,"Tell us about casting politics, favoritism, and feeling left out.",GAMB.GRD14.CAS.ALL.x1.SP26,GAMB,GRD14,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Dancing 30 hours a week and still called lazy?,"Tell us about physical demands, injury rates, and respect for dance as a discipline.",GAMB.GRD15.CAS.ALL.x1.SP26,GAMB,GRD15,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Dance studio floors destroying your body?,"Tell us about facilities, injury prevention, and what the program owes you.",GAMB.FAC06.CAS.ALL.x1.SP26,GAMB,FAC06,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Editing on computers from 2015?,"Tell us about outdated software, slow machines, and creative limitations.",GAMB.FAC07.CAS.ALL.x1.SP26,GAMB,FAC07,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Film equipment checkout is a nightmare?,"Tell us about broken cameras, reservation systems, and missing gear.",GAMB.FAC08.CAS.ALL.x1.SP26,GAMB,FAC08,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Studying abroad? Good luck affording it.,"Tell us about program costs, hidden fees, and scholarships that don't exist.",GAMB.FIN05.CAS.ALL.x1.SP26,GAMB,FIN05,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Is AI killing your language degree?,"Tell us about ChatGPT translation, the future of language study, and human skills.",GAMB.CRR09.CAS.ALL.x1.SP26,GAMB,CRR09,CAS,ALL,x1,SP26
Marketing_ArtsSciences,French major but the department is shrinking?,"Tell us about cut courses, faculty leaving, and endangered language programs.",GAMB.REG04.CAS.ALL.x1.SP26,GAMB,REG04,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Spanish fluency but no conversation partners?,"Tell us about practicing skills, immersion opportunities, and classroom-only learning.",GAMB.GRD16.CAS.ALL.x1.SP26,GAMB,GRD16,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Chinese major but can't study abroad?,"Tell us about international programs, visa issues, and geopolitical barriers to learning.",GAMB.FIN06.CAS.ALL.x1.SP26,GAMB,FIN06,CAS,ALL,x1,SP26
Marketing_ArtsSciences,German class has 5 students left?,"Tell us about small programs, course cancellations, and fighting to keep your major alive.",GAMB.REG05.CAS.ALL.x1.SP26,GAMB,REG05,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Classics major but Latin is considered dead?,"Tell us about defending ancient languages, relevance, and what classics teaches.",GAMB.GRD17.CAS.ALL.x1.SP26,GAMB,GRD17,CAS,ALL,x1,SP26
Marketing_ArtsSciences,Linguistics but where are the jobs?,"Tell us about career paths, tech industry opportunities, and undervalued skills.",GAMB.CRR10.CAS.ALL.x1.SP26,GAMB,CRR10,CAS,ALL,x1,SP26
Marketing_Education,Unpaid student teaching for a full semester?,"Tell us about working for free, financial strain, and why future teachers deserve better.",WRDL.FIN01.EDU.SR.x1.SP26,WRDL,FIN01,EDU,SR,x1,SP26
Marketing_Education,Classroom management? They didn't cover TikTok.,"Tell us about outdated training, student behavior, and what education classes actually prepare you for.",WRDL.GRD01.EDU.ALL.x1.SP26,WRDL,GRD01,EDU,ALL,x1,SP26
Marketing_Education,Teacher pay is a joke but you're still here?,"Tell us about passion vs. practicality, South Carolina salaries, and why you chose this path.",WRDL.CRR01.EDU.ALL.x1.SP26,WRDL,CRR01,EDU,ALL,x1,SP26
Marketing_Education,"Ed major? ""That's your backup plan?""","Tell us about disrespect for the profession, defending your choice, and what teachers actually do.",WRDL.GRD02.EDU.ALL.x1.SP26,WRDL,GRD02,EDU,ALL,x1,SP26
Marketing_Education,Praxis prep on top of everything else?,"Tell us about certification tests, study stress, and barriers to becoming a teacher.",WRDL.GRD03.EDU.ALL.x1.SP26,WRDL,GRD03,EDU,ALL,x1,SP26
Marketing_Education,Is Wardlaw preparing you for reality?,"Tell us about theory vs. practice, idealistic training, and the shock of the real world.",WRDL.GRD04.EDU.ALL.x1.SP26,WRDL,GRD04,EDU,ALL,x1,SP26
Marketing_Education,SpEd but inclusion's just a buzzword?,"Tell us about resources, support systems, and what inclusion really requires.",WRDL.GRD05.EDU.ALL.x1.SP26,WRDL,GRD05,EDU,ALL,x1,SP26
Marketing_Education,ECE but childcare costs more than pay?,"Tell us about the economics of early education, undervalued work, and systemic problems.",WRDL.CRR02.EDU.ALL.x1.SP26,WRDL,CRR02,EDU,ALL,x1,SP26
Marketing_Education,Placed 45 minutes from campus?,"Tell us about commute costs, placement logistics, and time that's never accounted for.",WRDL.TRN01.EDU.SR.x1.SP26,WRDL,TRN01,EDU,SR,x1,SP26
Marketing_Education,Your co-op teacher checked out years ago?,"Tell us about bad placements, learning from people who've given up, and mentor quality.",WRDL.PRF01.EDU.SR.x1.SP26,WRDL,PRF01,EDU,SR,x1,SP26
Marketing_Education,Observation hours but schools won't let you in?,"Tell us about bureaucratic barriers, background checks, and jumping through hoops.",WRDL.REG01.EDU.JR.x1.SP26,WRDL,REG01,EDU,JR,x1,SP26
Marketing_Education,PE major but gym's always booked?,"Tell us about facility access, scheduling conflicts, and space for movement.",WRDL.FAC01.EDU.ALL.x1.SP26,WRDL,FAC01,EDU,ALL,x1,SP26
Marketing_HRSM,Hospitality but only stayed at motels?,"Tell us about experiential gaps, luxury vs. reality, and learning hospitality without experiencing it.",CHIPP.GRD01.HRSM.ALL.x1.SP26,CHIPP,GRD01,HRSM,ALL,x1,SP26
Marketing_HRSM,Tourism degree in a post-pandemic world?,"Tell us about industry recovery, career uncertainty, and whether tourism has a future.",CHIPP.CRR01.HRSM.ALL.x1.SP26,CHIPP,CRR01,HRSM,ALL,x1,SP26
Marketing_HRSM,Hospitality intern or just maid?,"Tell us about grunt work disguised as learning, industry exploitation, and what internships should be.",CHIPP.CRR02.HRSM.ALL.x1.SP26,CHIPP,CRR02,HRSM,ALL,x1,SP26
Marketing_HRSM,Is the hospitality industry worth the grind?,"Tell us about long hours, low pay, and whether passion sustains a career.",CHIPP.CRR03.HRSM.ALL.x1.SP26,CHIPP,CRR03,HRSM,ALL,x1,SP26
Marketing_HRSM,Studying food but campus dining sucks?,"Tell us about food service irony, Aramark, and what good hospitality looks like.",CHIPP.DIN01.HRSM.ALL.x1.SP26,CHIPP,DIN01,HRSM,ALL,x1,SP26
Marketing_HRSM,Event planning but your budget is \$50?,"Tell us about student org events, funding gaps, and making something from nothing.",CHIPP.FIN01.HRSM.ALL.x1.SP26,CHIPP,FIN01,HRSM,ALL,x1,SP26
Marketing_HRSM,Williams-Brice access for students: none?,"Tell us about ticket policies, student sections, and who football is really for.",CHIPP.ATH01.HRSM.ALL.x1.SP26,CHIPP,ATH01,HRSM,ALL,x1,SP26
Marketing_HRSM,Sport Management but you can't afford a ticket?,Tell us about the irony of studying sports while being priced out of games.,CHIPP.ATH02.HRSM.ALL.x1.SP26,CHIPP,ATH02,HRSM,ALL,x1,SP26
Marketing_HRSM,Is athletics a separate universe?,"Tell us about NIL, big money sports, and the disconnect from regular students.",CHIPP.ATH03.HRSM.ALL.x1.SP26,CHIPP,ATH03,HRSM,ALL,x1,SP26
Marketing_HRSM,"Sports intern paid in ""exposure""?",Tell us about free labor in a billion-dollar industry and who actually benefits.,CHIPP.CRR04.HRSM.ALL.x1.SP26,CHIPP,CRR04,HRSM,ALL,x1,SP26
Marketing_HRSM,Retail major but stores are dying?,"Tell us about e-commerce, industry shifts, and whether your degree is future-proof.",CHIPP.CRR05.HRSM.ALL.x1.SP26,CHIPP,CRR05,HRSM,ALL,x1,SP26
Marketing_HRSM,Fashion Merchandising on a student budget?,"Tell us about keeping up appearances, industry expectations, and the cost of looking the part.",CHIPP.FIN02.HRSM.ALL.x1.SP26,CHIPP,FIN02,HRSM,ALL,x1,SP26
Marketing_InfoComm,Journalism school but local news is dying?,"Tell us about industry collapse, career anxiety, and whether journalism has a future.",COL.CRR01.JIMC.ALL.x1.SP26,COL,CRR01,JIMC,ALL,x1,SP26
Marketing_InfoComm,Told to be objective but your rent isn't?,"Tell us about bias, economic pressures, and the myth of neutrality.",COL.GRD01.JIMC.ALL.x1.SP26,COL,GRD01,JIMC,ALL,x1,SP26
Marketing_InfoComm,J-school but AI writes articles now?,"Tell us about automation, ChatGPT journalism, and what humans still offer.",COL.GRD02.JIMC.ALL.x1.SP26,COL,GRD02,JIMC,ALL,x1,SP26
Marketing_InfoComm,Is the Daily Gamecock the only option?,"Tell us about student media, alternatives, and where your voice fits.",COL.GRD03.JIMC.ALL.x1.SP26,COL,GRD03,JIMC,ALL,x1,SP26
Marketing_InfoComm,Broadcast Journalism but the studio is booked?,"Tell us about equipment access, facility scheduling, and hands-on learning barriers.",COL.FAC01.JIMC.ALL.x1.SP26,COL,FAC01,JIMC,ALL,x1,SP26
Marketing_InfoComm,Sports Media but ESPN isn't hiring?,"Tell us about job market realities, competition, and breaking into the industry.",COL.CRR02.JIMC.ALL.x1.SP26,COL,CRR02,JIMC,ALL,x1,SP26
Marketing_InfoComm,Information Science sounds made up?,"Tell us about explaining your major, career paths, and why data matters.",COL.GRD04.JIMC.ALL.x1.SP26,COL,GRD04,JIMC,ALL,x1,SP26
Marketing_InfoComm,Visual Communications but Adobe costs \$600/year?,"Tell us about software costs, creative tools, and barriers to design education.",COL.FIN01.JIMC.ALL.x1.SP26,COL,FIN01,JIMC,ALL,x1,SP26
Marketing_InfoComm,Portfolio required but clients pay in exposure?,"Tell us about free work, building experience, and exploitation in creative fields.",COL.CRR03.JIMC.ALL.x1.SP26,COL,CRR03,JIMC,ALL,x1,SP26
Marketing_InfoComm,Social media manager for free?,"Tell us about content creation labor, student org marketing, and skills that aren't valued.",COL.CRR04.JIMC.ALL.x1.SP26,COL,CRR04,JIMC,ALL,x1,SP26
Marketing_InfoComm,PR class but USC's PR is embarrassing?,"Tell us about institutional communications, crisis management, and learning from bad examples.",COL.GRD05.JIMC.ALL.x1.SP26,COL,GRD05,JIMC,ALL,x1,SP26
Marketing_InfoComm,Advertising ethics but every ad is manipulative?,"Tell us about industry practices, moral compromises, and where you draw the line.",COL.GRD06.JIMC.ALL.x1.SP26,COL,GRD06,JIMC,ALL,x1,SP26
Marketing_InfoComm,Newsroom equipment older than you?,"Tell us about outdated cameras, editing bays from 2012, and producing with limitations.",COL.FAC02.JIMC.ALL.x1.SP26,COL,FAC02,JIMC,ALL,x1,SP26
Marketing_InfoComm,Video editing on a laptop that crashes?,"Tell us about hardware requirements, personal equipment costs, and technical barriers.",COL.FAC03.JIMC.ALL.x1.SP26,COL,FAC03,JIMC,ALL,x1,SP26
Marketing_InfoComm,Comm major but can't public speak?,"Tell us about curriculum gaps, performance anxiety, and skills that aren't taught.",COL.GRD07.JIMC.ALL.x1.SP26,COL,GRD07,JIMC,ALL,x1,SP26
Marketing_InfoComm,"Mass Comm? ""What even is that?""","Tell us about explaining your degree, jack-of-all-trades education, and career paths.",COL.GRD08.JIMC.ALL.x1.SP26,COL,GRD08,JIMC,ALL,x1,SP26
Marketing_Music,Practice rooms booked until midnight?,"Tell us about space scarcity, reservation systems, and finding time to prepare.",MUS.FAC01.MUS.ALL.x1.SP26,MUS,FAC01,MUS,ALL,x1,SP26
Marketing_Music,Recital hall but no audience?,"Tell us about attendance, support for student performances, and playing to empty seats.",MUS.GRD01.MUS.ALL.x1.SP26,MUS,GRD01,MUS,ALL,x1,SP26
Marketing_Music,Music Performance but gigs don't pay?,"Tell us about the economics of musicianship, side hustles, and making art sustainable.",MUS.CRR01.MUS.ALL.x1.SP26,MUS,CRR01,MUS,ALL,x1,SP26
Marketing_Music,Your instrument costs more than a car?,"Tell us about equipment expenses, instrument loans, and the price of being a musician.",MUS.FIN01.MUS.ALL.x1.SP26,MUS,FIN01,MUS,ALL,x1,SP26
Marketing_Music,Music Industry but streaming pays \$0.003?,"Tell us about Spotify economics, artist compensation, and whether the industry is broken.",MUS.CRR02.MUS.ALL.x1.SP26,MUS,CRR02,MUS,ALL,x1,SP26
Marketing_Music,Teaching music when schools cut arts first?,"Tell us about job insecurity, budget cuts, and fighting for music education.",MUS.CRR03.MUS.ALL.x1.SP26,MUS,CRR03,MUS,ALL,x1,SP26
Marketing_Music,Composition major but nobody plays new music?,"Tell us about getting performances, contemporary music, and audiences who won't listen.",MUS.GRD02.MUS.ALL.x1.SP26,MUS,GRD02,MUS,ALL,x1,SP26
Marketing_Music,Jazz Studies but jazz is dying?,"Tell us about genre relevance, tradition vs. innovation, and keeping music alive.",MUS.GRD03.MUS.ALL.x1.SP26,MUS,GRD03,MUS,ALL,x1,SP26
Marketing_Music,Music Theory sounds useless to everyone else?,"Tell us about explaining your major, analytical skills, and what theory actually teaches.",MUS.GRD04.MUS.ALL.x1.SP26,MUS,GRD04,MUS,ALL,x1,SP26
Marketing_Music,Musical Theatre but the department is tiny?,"Tell us about casting, limited productions, and competing for few opportunities.",MUS.FAC02.MUS.ALL.x1.SP26,MUS,FAC02,MUS,ALL,x1,SP26
Marketing_Nursing,12-hour clinical then an exam?,"Tell us about brutal scheduling, exhaustion, and whether nursing school respects your limits.",NUR.GRD01.NUR.ALL.x1.SP26,NUR,GRD01,NUR,ALL,x1,SP26
Marketing_Nursing,Scrubs cost more than your textbooks?,"Tell us about uniform requirements, equipment fees, and hidden costs of nursing school.",NUR.FIN01.NUR.ALL.x1.SP26,NUR,FIN01,NUR,ALL,x1,SP26
Marketing_Nursing,Patient ratios in clinicals vs. reality?,"Tell us about training conditions, what you're prepared for, and the real nursing shortage.",NUR.GRD02.NUR.ALL.x1.SP26,NUR,GRD02,NUR,ALL,x1,SP26
Marketing_Nursing,Nursing school but you've never seen a code?,"Tell us about clinical variety, learning gaps, and experience that varies by placement.",NUR.GRD03.NUR.ALL.x1.SP26,NUR,GRD03,NUR,ALL,x1,SP26
Marketing_Nursing,Is nursing school hazing disguised as rigor?,"Tell us about culture, mental health, and whether difficulty means quality.",NUR.HLT01.NUR.ALL.x1.SP26,NUR,HLT01,NUR,ALL,x1,SP26
Marketing_Nursing,ATI testing on top of everything else?,"Tell us about standardized tests, test fatigue, and assessments that never end.",NUR.GRD04.NUR.ALL.x1.SP26,NUR,GRD04,NUR,ALL,x1,SP26
Marketing_Nursing,RN-to-BSN while working full-time?,"Tell us about degree completion while employed, online learning, and impossible balance.",NUR.GRD05.NUR.ALL.x1.SP26,NUR,GRD05,NUR,ALL,x1,SP26
Marketing_Nursing,Nursing shortage but your cohort just got cut?,"Tell us about program capacity, faculty shortages, and bottlenecks in training nurses.",NUR.REG01.NUR.ALL.x1.SP26,NUR,REG01,NUR,ALL,x1,SP26
Marketing_PublicHealth,Public Health but 3-week clinic wait?,"Tell us about student health access, appointment delays, and institutional priorities.",DISC.HLT01.PH.ALL.x1.SP26,DISC,HLT01,PH,ALL,x1,SP26
Marketing_PublicHealth,Studying epidemics while living through one?,"Tell us about COVID lessons, public health relevance, and what the pandemic taught us.",DISC.GRD01.PH.ALL.x1.SP26,DISC,GRD01,PH,ALL,x1,SP26
Marketing_PublicHealth,Public Health but no one listens?,"Tell us about misinformation, science communication, and trust in institutions.",DISC.GRD02.PH.ALL.x1.SP26,DISC,GRD02,PH,ALL,x1,SP26
Marketing_PublicHealth,Health promotion but the campus promotes burnout?,"Tell us about wellness rhetoric vs. reality, institutional hypocrisy, and student wellbeing.",DISC.HLT02.PH.ALL.x1.SP26,DISC,HLT02,PH,ALL,x1,SP26
Marketing_PublicHealth,Strom Thurmond Wellness crowded at every hour?,"Tell us about gym access, equipment waits, and space for student fitness.",STROM.FAC01.EXSC.ALL.x1.SP26,STROM,FAC01,EXSC,ALL,x1,SP26
Marketing_PublicHealth,Kinesiology but the treadmills are broken?,"Tell us about facility maintenance, equipment quality, and practicing what we study.",STROM.FAC02.EXSC.ALL.x1.SP26,STROM,FAC02,EXSC,ALL,x1,SP26
Marketing_PublicHealth,ExSci but only personal training jobs?,"Tell us about career paths, graduate school pressure, and what the degree actually leads to.",STROM.CRR01.EXSC.ALL.x1.SP26,STROM,CRR01,EXSC,ALL,x1,SP26
Marketing_PublicHealth,Sport Psych but athletes won't talk?,"Tell us about access, stigma, and mental health in athletics.",STROM.HLT03.EXSC.ALL.x1.SP26,STROM,HLT03,EXSC,ALL,x1,SP26
